age,workclass,marital-status,relationship,sex,income>50K,hours-per-week,occupation,education-num,race,native-country,capital-gain,capital-loss,fnlwgt
31,0,1,5,0,0,39,8,8,4,0,0,0,0
26,0,0,2,1,1,64,10,9,0,0,0,38,13
38,4,0,2,1,0,39,12,8,0,0,0,0,11
19,0,0,2,1,0,14,2,8,0,0,0,0,11
20,4,0,2,1,0,39,4,13,2,0,0,0,11
10,0,0,2,1,0,44,1,8,0,0,0,33,7
19,4,0,2,1,1,39,12,13,0,0,0,0,11
35,0,0,2,1,0,49,4,3,0,8,0,0,13
10,0,2,1,0,0,11,2,8,4,0,0,0,6
28,0,0,2,1,1,49,1,12,4,0,0,0,13
14,5,0,2,1,1,44,5,14,0,0,0,0,7
16,1,0,2,1,1,49,1,9,0,0,0,0,19
1,0,2,1,0,0,42,4,12,0,0,0,0,7
15,0,0,2,1,1,5,4,9,0,0,0,0,9
13,0,1,5,1,0,23,0,9,0,0,0,0,10
5,0,2,3,0,0,39,4,8,0,0,0,0,14
46,0,0,0,0,1,39,8,11,0,41,0,0,2
11,0,2,3,1,0,39,9,5,0,0,0,0,9
12,0,2,1,1,0,24,7,5,0,0,0,0,12
15,0,2,3,1,0,39,3,9,4,28,0,0,7
14,8,1,3,0,0,35,14,9,0,0,0,0,5
15,2,3,3,1,1,37,5,9,0,0,0,0,11
31,0,0,2,1,0,44,1,10,0,0,0,0,17
45,0,1,4,0,0,39,6,8,0,0,0,0,10
34,0,0,2,1,0,49,3,9,0,0,0,0,12
7,0,2,5,0,0,19,8,9,0,0,0,0,26
1,4,2,1,0,0,23,5,13,3,0,0,0,6
4,5,2,1,0,0,24,2,4,0,29,0,0,14
36,0,0,0,0,1,34,5,10,0,0,0,0,14
14,0,0,0,0,1,39,7,12,4,0,0,0,8
16,1,0,2,1,1,39,10,8,0,0,0,0,11
2,8,2,4,1,0,19,14,9,0,0,0,0,11
23,0,0,2,1,0,39,7,8,0,0,0,0,7
25,0,0,2,1,1,83,5,1,0,0,0,0,2
17,0,1,5,0,0,39,2,6,4,0,0,0,7
9,0,4,3,0,0,36,8,12,0,0,0,0,12
29,2,0,2,1,0,39,1,8,0,20,0,0,11
6,4,2,1,1,0,39,6,8,0,0,0,0,13
26,4,1,3,0,0,39,8,12,0,0,0,0,9
11,0,2,3,1,0,34,7,3,0,0,0,0,1
5,0,2,1,0,0,39,3,8,0,0,0,0,23
11,0,2,3,0,0,59,4,12,0,0,0,0,2
41,1,0,2,1,0,39,7,8,0,0,2,0,13
37,0,0,2,1,1,49,3,15,0,41,0,0,7
38,0,0,2,1,1,39,3,9,0,0,7,0,9
14,4,0,2,1,0,39,12,9,0,0,0,0,4
21,0,3,5,0,0,39,4,9,4,0,0,0,9
30,0,0,2,1,1,96,1,9,0,0,0,0,6
12,0,2,3,1,1,44,10,8,4,0,2,0,7
10,0,2,3,1,0,39,7,8,0,0,0,0,5
3,0,2,1,1,0,39,4,8,0,0,0,0,11
38,0,2,3,0,1,39,8,8,0,0,0,29,6
48,0,4,3,0,0,39,3,9,0,0,0,0,15
6,0,2,1,0,0,39,3,12,0,0,0,0,13
21,4,1,3,1,0,59,1,4,0,0,0,0,5
13,0,0,2,1,1,39,1,8,3,7,0,0,21
34,4,1,3,0,0,69,4,12,0,0,0,0,21
15,0,5,5,1,0,39,7,9,0,0,0,0,29
29,0,1,1,0,0,39,3,8,0,0,0,0,5
15,0,0,2,1,1,59,5,2,0,0,15,0,2
14,0,0,2,1,0,39,1,8,0,20,0,0,7
10,0,2,1,1,0,39,7,8,0,0,0,0,13
40,0,1,3,0,0,31,11,8,4,0,0,0,11
33,0,1,5,0,0,39,8,9,4,0,0,0,9
32,0,0,2,1,1,39,4,13,0,0,0,0,10
5,0,2,3,0,0,9,5,9,0,0,0,0,9
5,0,2,1,1,0,24,3,9,0,0,0,0,22
9,0,2,3,0,0,19,8,9,0,0,0,0,11
3,8,2,1,0,0,24,14,9,0,0,0,0,14
10,0,0,0,0,0,49,2,8,4,0,3,0,4
27,0,0,2,1,0,39,6,8,0,0,0,0,29
45,0,0,2,1,0,39,10,2,0,0,0,0,4
37,0,1,4,0,0,39,3,9,4,0,0,0,15
16,0,0,2,1,0,39,6,8,0,0,0,0,7
20,8,2,3,1,0,54,14,4,0,0,0,0,1
15,4,1,3,1,0,39,1,8,0,29,0,0,6
18,0,0,0,0,1,34,2,11,0,0,0,0,11
2,0,2,1,1,0,44,10,8,4,0,0,0,14
15,0,3,3,1,0,59,0,12,4,0,0,0,7
39,1,0,0,0,1,14,2,5,0,0,0,0,8
14,0,0,2,1,1,59,2,9,4,0,0,0,8
10,0,2,3,0,0,39,8,12,3,0,0,0,27
23,0,0,0,0,1,34,8,8,0,0,0,0,8
6,0,2,1,1,0,92,10,3,0,0,0,0,9
15,0,2,3,0,0,34,3,5,4,0,0,0,20
2,0,2,1,1,0,24,2,9,0,0,0,0,13
39,0,0,2,1,0,39,4,8,0,0,0,0,17
29,0,0,2,1,0,39,1,8,0,0,0,0,5
15,4,2,1,0,0,44,8,9,4,0,0,0,4
27,0,0,2,1,1,39,0,9,0,0,23,0,9
33,0,1,5,0,0,29,0,10,0,0,0,0,8
45,0,4,5,0,0,39,4,9,0,0,0,0,10
39,1,0,2,1,1,49,4,8,0,0,0,0,7
16,0,0,2,1,0,44,10,8,0,0,0,0,15
12,0,2,3,1,0,39,1,8,0,0,0,0,33
36,5,0,2,1,1,39,5,14,0,0,0,0,13
37,0,0,2,1,0,69,4,12,0,0,0,0,13
13,0,0,2,1,0,51,7,5,0,0,0,0,5
7,0,2,3,0,0,7,5,2,0,0,0,0,22
20,8,1,3,0,0,34,14,8,0,0,2,0,6
23,0,2,3,1,0,19,5,13,0,0,0,0,1
37,4,1,5,0,0,39,5,12,0,0,0,0,10
38,0,0,2,1,1,39,5,12,0,0,0,39,15
16,0,1,5,0,0,39,2,8,4,0,0,0,5
31,2,1,5,1,1,19,5,8,0,0,15,0,13
16,0,2,3,0,0,39,8,8,0,0,0,0,13
39,0,0,2,1,1,39,7,9,0,0,0,0,10
12,0,0,2,1,0,39,10,12,0,0,0,0,14
7,8,4,1,0,0,29,14,6,0,0,0,0,2
19,0,0,2,1,1,59,4,9,0,0,93,37,58
48,1,0,2,1,0,34,4,11,0,0,0,3,11
24,0,0,2,1,0,49,1,9,0,0,0,0,18
17,3,0,2,1,0,39,10,9,0,0,0,0,15
38,0,0,0,0,1,39,5,13,0,0,0,40,11
8,0,2,1,1,0,39,6,8,0,0,0,0,9
26,0,1,5,0,0,44,7,8,0,0,0,0,9
5,0,2,1,0,0,34,3,9,0,0,0,0,9
17,0,0,2,1,1,37,1,9,0,0,0,85,1
18,0,2,3,1,0,35,5,8,0,0,0,0,8
4,8,2,1,0,0,90,14,8,0,0,0,0,13
40,0,0,2,1,0,39,9,4,0,0,0,0,14
6,0,5,4,1,0,47,7,9,0,0,0,0,20
35,0,0,0,0,0,29,2,9,0,0,0,0,16
1,0,2,1,1,0,39,8,9,0,0,0,0,14
25,3,1,5,1,0,39,1,8,0,0,0,0,18
42,5,0,2,1,1,39,4,12,0,0,0,0,15
24,1,0,2,1,0,49,4,12,0,0,0,0,12
15,0,5,3,1,1,19,9,6,0,0,0,0,23
27,1,0,2,1,1,36,1,6,0,5,0,0,6
26,1,0,2,1,0,54,3,8,0,36,0,0,13
1,0,2,1,1,0,39,6,9,0,0,0,0,8
33,0,0,2,1,0,39,1,3,0,0,0,0,18
21,0,0,2,1,0,39,7,8,0,0,0,0,9
39,0,1,3,1,0,39,2,9,0,0,0,0,12
25,4,1,3,0,0,39,8,11,0,0,0,0,1
32,3,1,3,0,0,37,5,12,0,0,0,0,19
10,0,1,3,1,1,39,7,8,4,0,59,0,17
16,0,2,1,1,0,39,6,8,0,0,0,0,10
23,5,0,2,1,0,39,1,8,0,0,0,0,12
27,1,0,2,1,0,29,9,8,0,0,0,0,8
11,4,4,3,1,0,37,4,12,0,0,0,0,10
1,8,2,1,1,0,34,14,13,0,0,0,0,7
20,4,0,2,1,0,39,5,12,3,20,0,0,15
20,0,1,5,0,0,39,4,9,0,0,0,0,21
1,0,2,1,0,0,39,1,12,0,0,0,0,7
37,0,0,2,1,1,49,10,9,0,0,0,0,20
21,0,1,3,1,0,64,4,12,0,0,0,0,18
6,0,2,1,1,0,59,3,9,0,0,0,0,8
28,0,1,5,0,0,39,8,9,0,0,0,0,23
7,0,2,3,1,0,19,2,7,0,38,0,0,14
22,0,0,2,1,1,44,5,13,0,0,0,0,11
32,0,4,5,0,0,29,2,9,0,0,0,0,1
24,0,0,2,1,1,44,8,8,4,0,0,0,14
20,8,0,0,0,0,34,14,8,0,0,0,0,14
8,0,2,1,1,0,39,3,6,0,0,0,0,8
8,0,0,2,1,0,54,6,8,0,0,0,0,1
2,0,2,1,1,0,39,6,4,0,0,0,0,15
7,0,0,2,1,0,39,10,8,0,0,0,0,13
25,0,1,3,1,0,69,12,12,0,41,0,0,15
20,0,2,1,0,0,39,7,6,4,0,0,0,47
14,0,1,3,1,1,39,4,11,0,0,0,0,13
50,8,0,0,0,0,24,14,9,0,0,0,0,17
33,0,0,2,1,0,39,1,8,4,0,0,0,3
12,5,2,3,1,0,39,5,12,0,0,0,0,13
28,5,4,5,0,0,5,14,5,0,0,0,0,10
48,1,0,2,1,0,49,9,8,3,0,0,0,12
22,0,1,3,1,0,59,5,14,0,0,0,0,12
6,0,2,4,0,0,44,8,9,0,0,0,0,14
25,6,1,3,1,0,19,8,10,0,0,0,0,1
8,0,2,3,1,1,59,5,12,0,0,0,0,10
5,0,2,3,1,0,39,3,12,0,0,0,0,15
29,0,5,5,1,0,39,3,8,4,0,0,40,11
11,5,0,2,1,0,39,2,6,0,0,0,0,7
31,0,0,0,0,1,11,8,5,0,0,0,0,13
20,0,1,5,0,0,39,8,12,0,0,0,0,5
21,0,0,2,1,0,23,9,5,0,0,0,0,4
12,0,2,3,1,0,39,2,2,0,0,0,0,1
1,0,2,1,1,0,39,1,8,0,20,0,0,10
43,4,0,2,1,0,44,5,12,0,0,0,29,10
24,0,0,2,1,1,49,4,12,0,0,15,0,16
20,0,0,2,1,0,49,1,8,0,0,0,0,10
14,0,0,2,1,1,19,1,8,0,0,0,0,21
5,5,2,1,0,0,39,8,8,0,41,0,0,10
4,0,2,1,0,0,14,3,8,0,0,0,40,15
21,0,0,2,1,0,39,3,8,0,0,0,0,5
14,4,0,2,1,0,39,8,11,0,0,0,0,6
8,0,2,3,1,0,39,8,9,0,0,0,0,23
4,8,0,2,1,1,34,14,8,0,0,0,0,4
21,0,1,1,0,0,39,5,12,0,0,0,0,10
23,3,2,3,1,1,15,2,9,0,0,0,0,12
13,0,0,2,1,1,49,4,12,0,0,0,0,18
12,0,2,3,0,0,43,2,8,0,0,0,0,29
8,8,2,1,1,0,19,14,9,0,0,3,0,11
27,0,1,5,1,0,39,1,8,0,0,0,0,17
10,0,2,3,1,0,39,1,8,0,0,0,0,20
41,0,3,5,0,0,39,2,6,1,0,0,39,1
3,0,2,1,0,0,19,2,9,0,0,0,0,23
5,8,2,1,0,0,15,14,9,0,0,1,0,9
17,0,1,3,0,0,39,8,9,0,37,0,0,11
38,0,0,2,1,0,55,6,8,0,0,0,0,6
35,5,0,0,0,1,98,10,8,4,41,7,0,10
45,0,0,2,1,0,39,1,8,0,0,0,33,12
9,0,0,2,1,0,39,7,5,0,20,0,0,1
4,8,2,1,0,0,9,14,9,0,3,0,0,25
9,4,2,3,0,0,24,5,4,4,0,0,0,2
47,0,0,2,1,0,39,2,9,0,0,0,0,1
7,0,2,3,0,0,49,5,12,0,0,0,0,13
20,5,0,2,1,0,42,1,7,0,0,0,0,10
11,0,2,3,0,0,19,8,9,0,0,0,0,30
36,0,1,3,1,1,54,5,12,0,0,0,0,15
9,0,2,3,0,0,39,8,4,1,41,0,0,5
41,0,0,2,1,1,39,1,4,0,0,0,0,1
31,0,2,3,1,0,34,1,8,0,0,0,0,15
53,5,0,2,1,1,39,5,13,0,0,0,0,26
23,0,1,4,0,0,39,8,8,4,0,0,0,12
16,8,0,2,1,0,39,14,8,0,0,0,0,13
44,0,2,3,0,0,39,0,6,0,0,0,0,9
40,0,1,1,1,0,39,1,7,0,0,6,0,3
17,0,2,5,1,0,7,5,9,0,0,0,0,4
40,0,1,5,0,0,39,8,9,0,0,0,0,4
13,0,0,2,1,1,39,1,8,0,0,0,0,3
6,0,2,1,1,0,39,6,6,0,0,0,0,2
14,3,0,2,1,1,39,0,9,1,21,0,0,7
19,0,0,2,1,1,39,7,12,0,0,0,0,12
3,0,4,3,0,0,51,3,12,0,0,0,0,6
31,8,0,0,0,0,29,14,8,1,23,0,0,9
40,0,4,3,0,0,59,8,9,0,0,0,34,18
22,0,2,1,1,0,62,6,10,0,0,0,0,17
54,8,4,5,0,0,69,14,9,0,0,0,0,8
24,0,0,2,1,1,44,1,9,0,0,0,0,20
18,0,0,2,1,1,39,1,8,0,0,0,0,9
18,0,0,2,1,0,39,1,8,0,0,0,0,14
2,0,2,1,1,0,39,1,12,4,0,0,32,61
44,0,0,2,1,1,49,3,13,0,0,0,0,9
23,0,3,3,1,1,47,8,12,0,0,4,0,13
2,0,0,1,1,1,49,4,13,0,0,0,0,16
11,3,2,1,1,0,39,1,8,2,0,0,0,7
17,0,2,3,1,0,49,0,12,0,0,4,0,5
13,4,3,5,0,0,39,5,9,0,0,0,0,15
17,0,0,0,0,1,49,5,15,0,0,15,0,20
64,0,3,5,0,0,54,4,12,0,0,0,0,10
39,1,1,5,0,0,39,1,9,0,0,0,0,6
17,0,0,2,1,0,39,8,9,0,0,0,0,19
17,0,1,5,0,0,31,3,12,0,0,0,0,17
1,0,2,1,1,0,39,2,9,0,0,0,0,31
41,0,4,5,0,0,19,2,8,0,0,0,0,5
15,1,0,3,0,1,14,3,9,0,16,0,31,5
24,0,0,2,1,0,39,1,8,0,0,0,0,7
4,5,2,1,1,0,39,4,8,0,0,0,0,5
40,0,1,3,0,0,43,2,2,0,0,0,0,7
34,0,0,2,1,0,39,4,8,0,0,0,0,14
43,0,5,3,1,0,39,8,8,0,0,0,0,2
16,0,1,5,0,0,34,2,8,0,0,0,0,10
25,1,0,2,1,1,49,5,13,0,0,15,0,6
37,0,0,2,1,1,39,1,8,0,0,0,0,2
12,0,2,3,0,0,37,4,8,0,0,0,0,6
36,0,0,2,1,1,39,5,12,0,0,0,0,4
50,0,0,2,1,0,39,2,8,0,0,0,0,7
4,0,2,1,0,0,19,3,9,0,0,0,0,8
13,0,2,3,0,0,39,8,9,4,0,0,0,3
6,0,2,3,1,0,39,2,8,2,0,0,0,13
22,0,0,2,1,0,39,1,11,0,0,0,0,5
21,1,1,3,1,0,64,1,8,0,0,0,0,10
4,0,2,1,0,0,44,3,9,0,0,0,0,1
15,0,1,4,1,0,39,10,3,0,0,0,0,31
26,5,0,2,1,0,14,4,13,0,31,0,0,9
41,0,0,2,1,1,49,3,9,0,0,0,0,5
48,0,0,2,1,0,39,8,12,0,0,0,0,11
46,0,0,2,1,0,40,10,8,0,0,0,0,51
20,0,0,2,1,0,39,1,9,0,0,0,0,1
33,1,0,2,1,0,39,0,9,1,7,0,0,1
1,0,2,1,0,0,19,2,6,0,0,0,0,14
1,0,2,1,1,0,49,2,8,0,0,0,0,1
23,0,1,1,1,0,23,1,5,4,0,0,0,18
16,0,2,4,0,0,29,4,8,4,0,0,0,1
0,8,1,3,1,0,39,14,8,0,41,0,0,17
1,0,2,1,1,0,39,8,8,0,40,0,0,3
32,0,1,5,0,0,39,0,10,0,0,0,0,25
33,0,1,1,1,0,39,1,12,0,0,0,0,61
17,0,0,2,1,0,54,6,8,0,41,14,0,12
8,3,2,5,0,0,39,5,13,0,0,0,0,6
43,0,0,2,1,1,41,8,6,0,0,0,0,10
16,0,0,2,1,1,47,1,9,0,0,0,0,12
34,0,0,2,1,1,54,4,14,0,0,7,0,12
31,0,0,2,1,0,39,1,12,0,0,0,0,14
38,4,0,2,1,1,49,8,12,0,0,0,0,6
11,0,2,3,0,0,34,5,13,1,15,14,0,20
55,8,4,4,0,0,39,14,4,0,0,0,0,20
38,0,0,2,1,0,39,3,9,0,0,0,0,16
15,4,0,2,1,0,39,10,8,0,0,0,0,7
11,0,2,3,1,0,44,4,12,0,0,0,0,3
13,0,2,3,1,0,49,4,8,0,0,0,0,11
19,0,2,3,0,0,39,3,7,0,0,0,0,8
7,0,2,3,1,0,54,1,4,0,0,0,0,8
27,2,0,2,1,1,49,4,12,0,0,7,0,50
11,0,2,3,1,0,54,4,13,0,0,0,0,25
29,5,0,2,1,1,39,5,12,0,0,5,0,9
26,0,1,3,1,0,39,1,12,0,0,0,0,5
38,0,1,5,0,0,69,0,13,4,0,0,0,73
17,0,2,4,1,0,47,5,14,4,0,0,0,25
33,0,1,3,1,0,39,1,5,0,0,0,0,33
35,0,1,5,1,0,39,7,8,0,0,0,0,11
26,0,1,5,0,0,39,7,8,0,0,0,0,3
18,5,0,0,0,0,98,12,9,0,0,0,0,15
37,4,4,3,1,0,19,5,13,0,0,0,0,2
6,0,2,3,0,0,44,4,12,0,0,0,0,13
33,0,3,3,1,0,49,8,8,4,0,0,0,23
32,1,1,5,0,0,24,3,8,4,0,0,0,13
78,8,2,3,1,0,39,14,10,0,0,0,0,1
9,0,4,3,0,0,39,8,9,0,0,0,0,9
28,5,0,2,1,1,59,1,1,0,0,0,0,30
3,0,2,1,1,0,39,1,9,0,36,0,0,14
43,5,0,2,1,1,49,5,15,0,0,0,0,23
1,0,2,1,1,0,29,2,12,0,0,0,0,12
19,0,0,2,1,1,39,8,12,0,0,0,0,17
33,0,0,2,1,0,39,10,3,0,0,0,0,13
40,5,0,2,1,0,39,1,6,0,0,0,0,3
15,0,0,2,1,0,51,7,8,0,0,0,0,17
3,0,2,1,1,0,29,6,8,0,0,0,0,15
28,0,0,2,1,1,39,12,12,0,0,0,0,13
36,0,0,2,1,0,39,7,8,0,0,0,0,33
22,1,0,2,1,0,24,5,14,0,0,0,0,7
42,1,0,2,1,0,39,5,9,0,0,0,0,6
34,0,1,3,0,1,43,4,9,0,0,0,0,16
17,0,0,2,1,1,39,3,9,0,0,0,0,16
7,0,0,2,1,0,59,9,8,0,0,0,0,16
31,4,0,0,0,0,34,8,11,0,0,0,0,1
23,0,0,2,1,0,23,4,8,0,0,0,0,24
10,0,2,3,1,0,90,9,8,0,0,0,0,8
5,5,2,3,0,0,37,2,8,4,0,0,0,6
24,0,0,2,1,1,44,4,9,0,0,0,38,2
8,8,2,4,1,0,34,14,8,4,0,0,0,3
16,0,0,2,1,1,47,1,11,0,0,0,31,4
36,1,0,2,1,1,51,5,8,0,0,0,0,5
20,1,0,2,1,0,39,3,8,0,0,0,0,17
22,0,0,0,0,0,39,3,9,4,0,0,0,16
12,0,0,2,1,0,38,5,9,0,0,0,0,6
17,0,0,2,1,1,39,8,13,0,0,0,0,10
14,0,0,2,1,1,59,4,8,0,0,7,35,7
51,8,3,5,0,0,58,14,12,4,0,0,0,7
19,0,0,2,1,0,39,1,3,4,0,0,0,13
24,0,0,2,1,1,39,5,12,0,0,0,0,13
7,0,0,2,1,0,49,10,9,0,0,0,0,3
22,0,0,3,1,0,88,9,10,4,0,0,0,14
26,0,1,3,1,0,39,7,12,4,0,0,0,11
3,0,2,1,1,0,39,6,8,0,0,0,0,7
22,0,0,2,1,1,39,10,8,4,0,0,0,15
2,0,2,1,1,0,24,8,9,0,0,0,0,1
20,1,0,2,1,0,23,9,8,0,0,0,0,11
39,0,0,2,1,1,39,4,12,0,0,15,0,6
25,5,0,1,1,0,39,8,8,4,0,0,0,22
5,0,2,1,1,0,9,6,3,0,0,0,0,19
28,0,2,3,0,0,15,8,9,0,0,0,0,22
10,4,2,1,0,0,39,5,15,0,0,0,0,8
24,0,1,5,0,0,49,4,9,0,0,0,0,22
11,4,2,3,0,0,39,9,8,0,0,0,0,17
25,0,1,5,1,0,39,1,8,4,0,2,0,7
5,0,2,3,1,0,39,3,8,0,0,0,0,14
44,0,0,0,0,1,9,8,12,0,0,0,0,15
54,3,0,2,1,0,39,5,10,0,0,0,0,2
46,1,0,2,1,0,39,1,8,0,5,0,0,0
14,0,2,3,1,0,37,0,9,4,0,0,0,11
15,0,0,2,1,0,39,8,8,0,0,0,0,5
9,0,2,3,1,0,0,3,12,0,0,0,0,24
37,0,1,3,1,0,49,7,8,0,0,0,0,5
23,4,4,5,0,1,49,4,1,0,0,0,0,7
6,1,2,1,1,0,59,4,12,4,7,0,0,12
2,0,2,1,1,0,39,7,8,0,0,0,0,4
7,0,2,1,1,0,39,1,8,0,0,0,0,1
3,0,2,1,1,0,39,3,9,0,0,0,0,9
2,0,2,1,1,0,39,3,12,0,0,0,0,11
2,0,2,1,1,0,34,5,13,0,0,0,0,11
25,4,0,2,1,1,39,4,13,0,0,0,0,0
39,0,0,2,1,0,39,1,9,4,0,0,0,6
6,8,2,3,0,0,39,14,4,0,0,0,0,7
11,4,2,3,1,0,34,5,13,0,0,0,0,15
24,0,0,1,0,0,39,2,9,0,0,0,0,22
9,0,2,3,0,0,77,5,8,0,0,0,34,3
15,0,0,2,1,1,39,4,9,0,0,7,0,32
29,0,0,2,1,1,44,7,8,4,0,0,0,4
13,1,0,2,1,0,59,4,12,0,0,4,0,9
21,0,0,2,1,1,39,8,8,0,0,0,0,8
34,4,0,2,1,1,34,5,12,0,0,7,0,19
9,0,0,2,1,0,58,2,5,0,0,0,0,12
32,1,0,2,1,0,59,1,8,0,0,0,0,7
15,0,2,3,0,0,35,3,9,0,0,0,0,31
46,8,0,2,1,1,39,14,8,0,0,0,0,1
5,8,2,5,1,0,27,2,12,1,14,0,0,13
33,0,1,3,1,0,49,3,8,0,0,0,0,26
54,8,0,2,1,1,39,14,8,0,0,0,0,21
7,0,2,3,1,0,44,4,8,0,0,0,0,16
2,0,2,3,0,0,39,3,6,4,0,0,0,16
10,4,2,3,1,0,39,8,12,0,0,0,0,9
23,0,0,0,0,0,39,7,9,0,0,0,0,8
27,0,0,2,1,0,49,8,8,0,0,0,0,10
11,5,0,2,1,0,39,10,9,0,0,0,0,10
9,0,2,3,0,0,29,10,5,4,28,0,0,1
14,0,0,2,1,1,39,4,13,4,0,7,39,21
32,0,0,2,1,1,54,5,12,0,0,0,0,22
19,0,2,3,0,0,39,4,12,0,0,0,0,7
56,3,3,5,1,0,39,2,8,0,0,0,0,11
40,0,0,2,1,0,39,1,8,0,0,0,0,27
14,5,2,3,1,0,39,0,8,0,0,0,0,19
16,4,1,5,0,0,39,8,8,4,0,0,0,9
38,4,4,3,0,1,41,8,8,0,0,0,37,2
10,8,2,3,0,0,31,4,10,0,0,0,0,13
4,0,2,1,1,0,39,2,4,0,0,0,0,7
26,0,0,2,1,1,39,1,8,0,0,0,0,21
24,4,0,2,1,0,39,2,8,0,0,3,31,1
46,4,3,4,0,0,39,4,8,0,0,0,0,9
11,0,2,1,1,1,5,4,12,0,0,0,0,12
13,0,0,2,1,0,39,1,8,0,0,0,0,6
4,0,0,2,1,0,24,1,8,0,0,0,0,11
44,0,0,2,1,0,31,7,10,1,41,0,0,13
26,1,0,2,1,1,49,10,8,0,36,0,0,15
2,0,0,1,0,0,1,4,9,0,0,0,32,8
27,1,0,2,1,0,39,9,5,0,0,0,0,1
37,0,2,3,1,0,39,9,8,0,0,0,34,21
22,4,0,2,1,1,44,5,13,0,0,7,0,23
29,0,3,5,0,0,39,2,8,0,0,0,0,2
15,1,1,3,1,0,59,9,11,0,0,0,0,9
21,0,1,3,0,0,19,2,9,0,0,0,0,5
34,0,0,2,1,0,39,3,9,0,0,0,0,1
19,0,1,5,1,0,39,1,9,0,0,0,36,7
25,0,0,2,1,1,98,0,9,0,0,0,0,1
8,1,0,0,0,0,14,3,2,0,0,0,0,7
6,0,2,1,0,0,39,2,8,0,0,0,0,10
38,1,0,2,1,1,59,1,12,0,0,15,0,13
45,0,0,2,1,0,39,7,8,0,0,0,0,15
28,4,0,2,1,0,39,8,9,0,0,0,0,16
41,0,0,2,1,0,39,7,12,0,0,0,0,24
17,0,0,0,0,1,39,4,12,0,0,0,0,7
19,0,1,3,1,0,49,4,10,0,0,0,0,21
22,0,2,5,1,0,39,5,12,1,0,0,0,7
4,4,2,1,1,0,29,2,8,0,0,0,0,15
8,0,1,3,0,1,39,5,12,0,0,0,0,3
20,3,0,2,1,0,39,8,9,0,0,0,0,9
8,0,2,3,1,0,29,2,8,0,0,0,0,9
6,0,2,5,0,0,39,0,9,0,0,0,0,4
15,0,2,1,0,0,5,2,6,4,0,0,0,11
8,0,2,1,1,0,21,2,9,0,0,0,0,12
22,0,0,2,1,0,47,9,10,0,0,0,0,15
39,0,0,2,1,0,27,10,10,0,0,2,0,12
10,1,0,2,1,1,59,12,10,4,0,0,37,8
4,8,2,1,0,0,9,14,9,0,0,0,0,14
14,0,3,3,1,0,34,3,8,1,10,0,0,11
26,4,1,3,1,0,44,5,13,0,0,0,0,14
9,5,2,3,0,0,23,2,8,0,0,0,0,18
21,0,2,4,1,0,39,7,8,4,0,2,0,13
19,0,0,0,0,0,24,2,9,0,0,0,0,7
34,0,0,0,0,1,39,1,8,0,31,5,0,2
19,4,0,2,1,0,39,12,9,1,8,0,0,21
7,0,2,1,1,0,39,10,6,0,0,0,0,13
12,0,0,0,0,1,34,3,10,4,41,0,0,7
38,8,2,3,0,0,49,14,5,0,0,0,0,7
10,0,2,1,1,0,47,3,9,0,0,0,0,17
45,1,0,2,1,0,36,1,5,0,0,0,0,9
33,1,2,3,1,0,39,4,12,0,0,0,0,9
24,4,1,3,1,0,39,12,9,4,0,0,0,7
31,0,3,4,0,0,51,2,11,1,0,0,0,13
57,0,0,0,0,1,39,4,13,0,0,0,0,28
30,0,0,2,1,1,44,4,12,0,0,0,0,15
2,0,2,1,1,0,19,1,8,0,0,0,0,12
13,0,2,5,0,0,34,2,8,4,0,0,0,14
39,0,0,0,0,0,34,3,9,0,20,0,0,17
11,0,0,2,1,0,39,8,8,1,15,0,0,7
28,0,1,5,1,0,39,8,9,0,0,0,0,5
41,1,0,2,1,1,49,5,12,0,0,7,0,11
38,0,0,2,1,1,39,4,12,0,0,0,0,17
16,0,0,2,1,0,39,7,8,0,0,0,0,1
8,5,2,1,1,0,39,2,7,0,0,0,0,18
50,1,4,3,0,0,54,4,10,0,0,0,0,18
23,0,0,2,1,1,49,1,8,0,0,0,0,10
30,0,1,5,0,1,39,2,8,0,0,0,0,6
20,5,2,3,0,0,35,5,9,0,0,0,0,7
18,0,0,2,1,0,23,2,3,0,0,0,0,27
20,0,0,2,1,0,49,7,9,0,0,0,0,10
17,0,0,0,0,0,29,8,9,0,0,0,0,15
39,0,0,4,0,0,39,2,8,1,10,0,0,11
8,0,2,3,1,0,44,5,12,0,0,0,0,17
38,1,0,2,1,1,49,5,13,0,0,0,0,8
4,0,2,1,1,0,37,8,9,0,0,0,35,8
21,0,0,2,1,0,39,1,8,0,0,0,0,12
31,0,0,2,1,0,39,4,8,0,0,0,0,33
18,0,1,5,1,0,49,4,12,0,0,0,0,14
41,0,3,4,0,0,9,4,14,0,0,0,0,8
20,0,0,2,1,1,39,6,9,0,0,0,0,17
43,5,0,2,1,0,39,7,8,0,20,0,0,11
37,2,0,2,1,1,49,4,9,0,4,0,0,11
21,0,1,3,0,0,39,8,12,0,0,0,0,17
22,0,0,2,1,1,39,4,1,0,0,0,0,3
39,0,2,3,1,0,39,7,8,0,0,0,0,16
17,0,2,1,0,0,19,2,5,0,0,0,0,1
24,0,4,1,0,0,11,2,5,0,20,0,0,11
49,0,4,3,0,0,11,11,9,0,0,0,0,20
48,0,0,2,1,1,98,10,8,0,0,0,39,9
14,0,2,3,1,0,49,8,9,0,0,0,0,10
